V2_mean	Isense_mean
510	509
-24	252	509
-24	252	510
-24	252	509
-25	252	509
-25	239	510
-25	239	509
-25	239	509
-25	239	509
-25	239	509
-25	239	510
-25	239	509
-25	239	509
-25	239	509
-26	239	508
-26	231	509
-26	231	509
-26	231	508
-26	231	508
-26	231	509
-26	231	509
-26	231	509
-26	231	509
-26	231	509
-27	231	509
-27	224	509
-27	224	509
-27	224	509
-27	224	508
-27	224	509
-27	224	509
-27	224	508
-27	224	509
-27	224	509
-28	224	509
-28	215	509
-28	215	509
-28	215	509
-28	215	509
-28	215	509
-28	215	509
-28	215	508
-28	215	509
-28	215	509
-29	215	509
-29	219	509
-29	219	509
-29	219	509
-29	219	509
-29	219	509
-29	219	509
-29	219	509
-29	219	509
-29	219	508
-30	220	509
-30	223	509
-30	223	510
-30	223	509
-30	223	509
-30	223	508
-30	223	509
-30	223	509
-30	223	509
-30	223	509
-31	223	509
-31	230	510
-31	231	509
-31	231	509
-31	231	510
-31	231	509
-31	231	509
-31	231	509
-31	231	509
-31	230	509
-32	230	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-32	239	509
-33	239	509
-33	255	509
-33	255	508
-33	255	509
-33	255	510
-33	255	509
-33	255	509
-33	255	509
-33	255	509
-33	255	509
-34	255	509
-34	275	509
-34	274	510
-34	274	509
-34	274	509
-34	275	509
-34	275	509
-34	274	509
-34	274	509
-34	274	508
-35	274	509
-35	295	508
-35	295	509
-35	295	509
-35	295	508
-35	295	509
-35	295	509
-35	295	509
-35	295	509
-35	295	509
-36	295	509
-36	322	509
-36	322	509
-36	322	509
-36	322	509
-36	322	509
-36	322	508
-36	322	509
-36	322	509
-36	322	509
-37	322	509
-37	350	509
-37	350	509
-37	350	509
-37	351	510
-37	350	509
-37	350	508
-37	350	509
-37	351	509
-37	350	509
-38	351	509
-38	382	510
-38	382	509
-38	382	509
-38	382	509
-38	382	509
-38	382	509
-38	382	509
-38	382	509
-38	382	510
-39	382	509
-39	415	509
-39	415	509
-39	415	509
-39	415	509
-39	415	509
-39	415	510
-39	415	510
-39	415	509
-39	415	509
-40	415	509
-40	450	509
-40	450	509
-40	450	509
-40	450	509
-40	450	510
-40	450	509
-40	450	509
-40	450	509
-40	450	509
-41	450	509
-41	483	509
-41	483	509
-41	483	509
-41	483	510
-41	483	509
-41	483	508
-41	483	509
-41	483	510
-41	483	509
-42	483	509
-42	523	509
-42	523	509
-42	523	509
-42	523	510
-42	523	509
-42	523	509
-42	523	510
-42	523	509
-42	523	509
-43	523	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-43	562	509
-44	562	509
-44	595	510
-44	595	509
-44	595	509
-44	595	509
-44	595	508
-44	595	509
-44	595	509
-44	595	509
-44	595	509
-45	595	509
-45	635	509
-45	635	509
-45	635	509
-45	635	508
-45	635	509
-45	635	509
-45	635	509
-45	635	509
-45	635	509
-46	635	509
-46	672	509
-46	674	509
-46	674	509
-46	674	509
-46	674	509
-46	674	510
-46	674	509
-46	674	510
-46	674	509
-47	674	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-47	707	509
-48	707	509
-48	739	509
-48	739	509
-48	739	509
-48	739	509
-48	739	510
-48	739	509
-48	739	509
-48	739	509
-48	739	509
-49	739	509
-49	771	509
-49	771	509
-49	771	509
-49	771	509
-49	771	510
-49	771	509
-49	771	509
-49	771	508
-49	771	509
-50	771	509
-50	799	509
-50	801	508
-50	801	509
-50	801	509
-50	801	510
-50	801	508
-50	801	509
-50	800	509
-50	801	509
-51	801	510
-51	827	509
-51	827	509
-51	827	509
-51	827	509
-51	827	509
-51	827	509
-51	827	509
-51	827	510
-51	827	510
-52	827	509
-52	849	509
-52	849	510
-52	849	509
-52	849	509
-52	849	508
-52	849	508
-52	849	509
-52	849	508
-52	849	509
-53	849	509
-53	867	509
-53	867	510
-53	869	509
-53	869	509
-53	869	509
-53	867	509
-53	869	509
-53	869	509
-53	869	509
-54	869	509
-54	885	509
-54	887	509
-54	885	509
-54	887	508
-54	887	509
-54	887	509
-54	887	509
-54	885	508
-54	887	509
-55	887	508
-55	899	509
-55	899	509
-55	899	509
-55	899	509
-55	899	510
-55	899	509
-55	899	509
-55	899	508
-55	899	509
-56	899	509
-56	907	509
-56	907	508
-56	907	509
-56	907	510
-56	907	509
-56	907	509
-56	907	510
-56	907	509
-56	907	509
-57	907	509
-57	913	508
-57	913	509
-57	913	509
-57	913	509
-57	913	509
-57	913	509
-57	913	509
-57	913	510
-57	913	509
-58	913	509
-58	913	509
-58	913	509
-58	913	509
-58	913	508
-58	913	509
-58	913	509
-58	913	509
-58	913	508
-58	913	509
-59	913	509
-59	909	510
-59	909	509
-59	909	509
-59	909	509
-59	909	510
-59	909	510
-59	909	509
-59	909	508
-59	909	509
-60	909	510
-60	901	509
-60	901	509
-60	901	509
-60	901	509
-60	901	510
-60	901	509
-60	901	509
-60	901	509
-60	901	510
-61	901	508
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-61	893	509
-62	893	509
-62	879	510
-62	879	509
-62	879	509
-62	879	509
-62	879	509
-62	879	509
-62	879	509
-62	879	509
-62	879	509
-63	879	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-63	859	509
-64	859	510
-64	837	509
-64	835	509
-64	835	509
-64	835	510
-64	835	510
-64	835	509
-64	835	509
-64	835	509
-64	835	510
-65	835	509
-65	809	509
-65	809	509
-65	809	509
-65	807	509
-65	809	509
-65	809	509
-65	809	509
-65	809	509
-65	809	509
-66	809	509
-66	777	509
-66	777	510
-66	777	509
-66	777	509
-66	777	509
-66	777	509
-66	777	509
-66	777	510
-66	777	509
-67	777	508
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-67	741	509
-68	741	509
-68	703	509
-68	703	509
-68	703	509
-68	703	509
-68	703	509
-68	703	509
-68	703	509
-68	703	509
-68	704	509
-69	703	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-69	659	509
-70	659	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-70	611	509
-71	611	509
-71	561	509
-71	559	510
-71	559	510
-71	559	509
-71	559	509
-71	559	509
-71	559	509
-71	559	509
-71	559	509
-72	559	510
-72	503	509
-72	501	509
-72	501	508
-72	501	509
-72	501	509
-72	501	509
-72	501	510
-72	501	509
-72	501	509
-73	501	509
-73	442	509
-73	438	509
-73	438	509
-73	438	509
-73	438	510
-73	438	509
-73	438	510
-73	438	509
-73	438	508
-74	438	510
-74	376	509
-74	372	509
-74	372	509
-74	372	509
-74	372	510
-74	372	509
-74	372	509
-74	372	509
-74	372	510
-75	372	510
-75	308	509
-75	304	508
-75	304	509
-75	304	509
-75	302	509
-75	302	509
-75	302	509
-75	302	508
-75	302	509
-76	302	509
-76	236	509
-76	228	509
-76	228	509
-76	228	509
-76	228	509
-76	228	509
-76	228	509
-76	228	509
-76	228	509
-77	228	509
-77	163	509
-77	154	509
-77	154	509
-77	154	509
-77	154	510
-77	154	508
-77	154	509
-77	155	509
-77	154	509
-78	155	509
-78	89	508
-78	81	509
-78	81	509
-78	81	508
-78	81	509
-78	81	509
-78	81	509
-78	81	509
-78	81	510
-79	81	509
-79	20	509
-79	13	510
-79	13	509
-79	13	509
-79	12	508
-79	12	509
-79	12	509
-79	13	509
-79	12	509
-80	12	509
-80	0	509
-80	0	509
-80	0	509
-80	0	509
-80	0	509
-80	0	509
-80	0	510
-80	0	509
-80	0	508
-81	0	509
-81	0	509
-81	0	509
-81	0	508
-81	0	509
-81	0	509
-81	0	509
-81	0	510
-81	0	509
-81	0	510
-82	0	509
-82	0	509
-82	0	509
-82	0	509
-82	0	509
-82	0	508
-82	0	509
-82	0	509
-82	0	509
-82	0	508
-83	0	509
-83	0	509
-83	0	510
-83	0	509
-83	0	509
-83	0	508
-83	0	509
-83	0	509
-83	0	510
-83	0	508
-84	0	509
-84	0	509
-84	0	509
-84	0	509
-84	0	509
-84	0	509
-84	0	510
-84	0	510
-84	0	509
-84	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-85	0	509
-86	0	509
-86	0	510
-86	0	509
-86	0	509
-86	0	509
-86	0	509
-86	0	509
-86	0	510
-86	0	509
-86	0	509
-87	0	509
-87	0	509
-87	0	509
-87	0	508
-87	0	509
-87	0	509
-87	0	509
-87	0	509
-87	0	509
-87	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-88	0	509
-89	0	509
-89	0	509
-89	0	508
-89	0	509
-89	0	509
-89	0	509
-89	0	509
-89	0	509
-89	0	509
-89	0	509
-90	0	510
-90	0	509
-90	0	509
-90	0	509
-90	0	510
-90	0	509
-90	0	509
-90	0	508
-90	0	509
-90	0	509
-91	0	508
-91	0	509
-91	0	509
-91	0	509
-91	0	509
-91	0	509
-91	0	509
-91	0	509
-91	0	510
-91	0	509
-92	0	509
-92	0	509
-92	0	509
-92	0	510
-92	0	509
-92	0	509
-92	0	508
-92	0	509
-92	0	509
-92	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-93	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-94	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-95	0	509
-96	0	509
-96	0	509
-96	0	509
-96	0	509
-96	0	510
-96	0	509
-96	0	509
-96	0	509
-96	0	509
-96	0	509
-97	0	509
-97	0	509
-97	0	509
-97	0	509
-97	0	509
-97	0	509
-97	0	508
-97	0	509
-97	0	509
-97	0	509
-98	0	509
-98	0	509
-98	0	509
-98	0	510
-98	0	510
-98	0	509
-98	0	509
-98	0	509
-98	0	509
-98	0	509
-99	0	509
-99	0	509
-99	0	509
-99	0	509
-99	0	510
-99	0	509
-99	0	509
-99	0	509
-99	0	509
-99	0	510
-100	0	509
-100	0	509
-100	0	508
-100	0	510
-100	0	509
-100	0	509
-100	0	509
-100	0	508
-100	0	509
-100	0	510
-101	0	510
-101	0	509
-101	0	509
-101	0	509
-101	0	509
-101	0	509
-101	0	510
-101	0	509
-101	0	509
-101	0	509
-102	0	509
-102	0	509
-102	0	510
-102	0	509
-102	0	508
-102	0	509
-102	0	508
-102	0	510
-102	0	509
-102	0	509
-103	0	509
-103	0	509
-103	0	508
-103	0	509
-103	0	509
-103	0	510
-103	0	510
-103	0	508
-103	0	509
-103	0	509
-104	0	510
-104	0	509
-104	0	509
-104	0	509
-104	0	509
-104	0	509
-104	0	509
-104	0	510
-104	0	509
-104	0	509
-105	0	509
-105	0	509
-105	0	509
-105	0	509
-105	0	509
-105	0	508
-105	0	509
-105	0	509
-105	0	509
-105	0	509
-106	0	509
-106	0	509
-106	0	509
-106	0	509
-106	0	509
-106	0	509
-106	0	508
-106	0	509
-106	0	509
-106	0	509
-107	0	510
-107	0	509
-107	0	509
-107	0	508
-107	0	509
-107	0	509
-107	0	509
-107	0	509
-107	0	509
-107	0	509
-108	0	509
-108	0	509
-108	0	509
-108	0	508
-108	0	509
-108	0	509
-108	0	509
-108	0	509
-108	0	509
-108	0	509
-109	0	509
-109	0	509
-109	0	509
-109	0	509
-109	0	509
-109	0	509
-109	0	509
-109	0	510
-109	0	509
-109	0	509
-110	0	509
-110	0	510
-110	0	510
-110	0	509
-110	0	509
-110	0	509
-110	0	509
-110	0	509
-110	0	509
-110	0	509
-111	0	509
-111	0	509
-111	0	509
-111	0	509
-111	0	508
-111	0	509
-111	0	509
-111	0	509
-111	0	509
-111	0	509
-112	0	509
-112	0	510
-112	0	509
-112	0	509
-112	0	509
-112	0	509
-112	0	509
-112	0	509
-112	0	509
-112	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-113	0	509
-114	0	509
-114	0	509
-114	0	509
-114	0	510
-114	0	509
-114	0	509
-114	0	509
-114	0	509
-114	0	509
-114	0	509
-115	0	510
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-115	0	509
-116	0	510
-116	0	508
-116	0	509
-116	0	509
-116	0	509
-116	0	509
-116	0	508
-116	0	509
-116	0	509
-116	0	509
-117	0	509
-117	0	509
-117	0	510
-117	0	509
-117	0	509
-117	0	508
-117	0	508
-117	0	508
-117	0	510
-117	0	509
-118	0	509
-118	0	509
-118	0	509
-118	0	509
-118	0	510
-118	0	508
-118	0	509
-118	0	509
-118	0	509
-118	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-119	0	509
-120	0	509
-120	0	509
-120	0	509
-120	0	509
-120	0	509
-120	0	509
-120	0	508
-120	0	509
-120	0	509
-120	0	509
-121	0	509
-121	0	508
-121	0	510
-121	0	509
-121	0	508
-121	0	509
-121	0	510
-121	0	509
-121	0	509
-121	0	509
-122	0	509
-122	0	509
-122	0	509
-122	0	509
-122	0	509
-122	0	509
-122	0	510
-122	0	509
-122	0	509
-122	0	509
-123	0	509
-123	0	509
-123	0	509
-123	0	510
-123	0	509
-123	0	509
-123	0	509
-123	0	508
-123	0	509
-123	0	509
-124	0	509
-124	0	510
-124	0	509
-124	0	509
-124	0	509
-124	0	509
-124	0	509
-124	0	509
-124	0	509
-124	0	510
-125	0	510
-125	0	509
-125	0	509
-125	0	509
-125	0	510
-125	0	509
-125	0	509
-125	0	509
-125	0	509
-125	0	509
-126	0	510
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-126	0	509
-127	0	509
-127	0	510
-127	0	509
-127	0	510
-127	0	509
-127	0	509
-127	0	509
-127	0	510
-127	0	510
-127	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	509
-128	0	510
-129	0	509
-129	0	510
-129	0	509
-129	0	510
-129	0	510
-129	0	509
-129	0	510
-129	0	509
-129	0	509
-129	0	509
-130	0	509
-130	0	509
-130	0	509
-130	0	510
-130	0	509
-130	0	510
-130	0	510
-130	0	509
-130	0	509
-130	0	510
-131	0	509
-131	0	509
-131	0	510
-131	0	509
-131	0	509
-131	0	509
-131	0	510
-131	0	510
-131	0	510
-131	0	510
-132	0	509
-132	0	510
-132	0	511
-132	0	510
-132	0	510
-132	0	510
-132	0	510
-132	0	510
-132	0	510
-132	0	509
-133	0	510
-133	0	510
-133	0	511
-133	0	510
-133	0	510
-133	0	510
-133	0	510
-133	0	510
-133	0	510
-133	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	510
-134	0	511
-135	0	510
-135	0	510
-135	0	511
-135	0	510
-135	0	511
-135	0	511
-135	0	511
-135	0	510
-135	0	510
-135	0	511
-136	0	510
-136	0	512
-136	0	512
-136	0	511
-136	0	512
-136	0	512
-136	0	512
-136	0	512
-136	0	511
-136	0	512
-137	0	512
-137	0	511
-137	0	511
-137	0	511
-137	0	511
-137	0	511
-137	0	512
-137	0	511
-137	0	511
-137	0	511
-138	0	512
-138	0	510
-138	0	511
-138	0	510
-138	0	511
-138	0	510
-138	0	512
-138	0	511
-138	0	511
-138	0	511
-139	0	511
-139	0	511
-139	0	512
-139	0	511
-139	0	512
-139	0	512
-139	0	512
-139	0	512
-139	0	512
-139	0	512
-140	0	511
-140	0	512
-140	0	513
-140	0	512
-140	0	513
-140	0	513
-140	0	513
-140	0	513
-140	0	512
-140	0	513
-141	0	513
-141	0	513
-141	0	513
-141	0	514
-141	0	514
-141	0	513
-141	0	513
-141	0	513
-141	0	513
-141	0	514
-142	0	513
-142	0	513
-142	0	514
-142	0	514
-142	0	514
-142	0	513
-142	0	514
-142	0	514
-142	0	514
-142	0	514
-143	0	514
-143	0	514
-143	0	514
-143	0	514
-143	0	514
-143	0	514
-143	0	515
-143	0	515
-143	0	514
-143	0	515
-144	0	515
-144	0	515
-144	0	515
-144	0	514
-144	0	514
-144	0	515
-144	0	515
-144	0	515
-144	0	515
-144	0	515
-145	0	515
-145	0	515
-145	0	515
-145	0	516
-145	0	515
-145	0	515
-145	0	516
-145	0	516
-145	0	516
-145	0	515
-146	0	516
-146	0	516
-146	0	516
-146	0	515
-146	0	516
-146	0	516
-146	0	516
-146	0	516
-146	0	516
-146	0	516
-147	0	516
-147	0	517
-147	0	516
-147	0	516
-147	0	517
-147	0	517
-147	0	517
-147	0	516
-147	0	517
-147	0	517
-148	0	516
-148	0	517
-148	0	516
-148	0	517
-148	0	518
-148	0	517
-148	0	517
-148	0	517
-148	0	517
-148	0	518
-149	0	517
-149	0	518
-149	0	517
-149	0	518
-149	0	517
-149	0	518
-149	0	518
-149	0	518
-149	0	518
-149	0	518
-150	0	518
-150	0	519
-150	0	518
-150	0	518
-150	0	518
-150	0	519
-150	0	518
-150	0	518
-150	0	518
-150	0	518
-151	0	519
-151	0	518
-151	0	519
-151	0	518
-151	0	519
-151	0	519
-151	0	519
-151	0	518
-151	0	520
-151	0	518
-152	0	519
-152	0	519
-152	0	519
-152	0	519
-152	0	519
-152	0	519
-152	0	519
-152	0	519
-152	0	520
-152	0	520
-153	0	520
-153	0	520
-153	0	520
-153	0	520
-153	0	519
-153	0	520
-153	0	519
-153	0	520
-153	0	521
-153	0	520
-154	0	519
-154	0	520
-154	0	520
-154	0	520
-154	0	519
-154	0	520
-154	0	521
-154	0	520
-154	0	520
-154	0	521
-155	0	521
-155	0	521
-155	0	520
-155	0	521
-155	0	521
-155	0	521
-155	0	521
-155	0	521
-155	0	521
-155	0	521
-156	0	522
-156	0	521
-156	0	521
-156	0	522
-156	0	522
-156	0	521
-156	0	521
-156	0	522
-156	0	522
-156	0	522
-157	0	522
-157	0	522
-157	0	522
-157	0	523
-157	0	522
-157	0	523
-157	0	522
-157	0	522
-157	0	522
-157	0	522
-158	0	522
-158	0	522
-158	0	522
-158	0	523
-158	0	523
-158	0	523
-158	0	523
-158	0	523
-158	0	523
-158	0	523
-159	0	523
-159	0	523
-159	0	524
-159	0	523
-159	0	523
-159	0	524
-159	0	523
-159	0	524
-159	0	524
-159	0	523
-160	0	524
-160	0	523
-160	0	524
-160	0	523
-160	0	523
-160	0	523
-160	0	524
-160	0	524
-160	0	525
-160	0	523
-161	0	524
-161	0	524
-161	0	525
-161	0	524
-161	0	524
-161	0	524
-161	0	524
-161	0	525
-161	0	524
-161	0	524
-162	0	524
-162	0	525
-162	0	524
-162	0	524
-162	0	525
-162	0	524
-162	0	525
-162	0	525
-162	0	525
-162	0	525
-163	0	525
-163	0	525
-163	0	526
-163	0	525
-163	0	525
-163	0	525
-163	0	526
-163	0	525
-163	0	526
-163	0	525
-164	0	525
-164	0	526
-164	0	527
-164	0	526
-164	0	526
-164	0	526
-164	0	526
-164	0	526
-164	0	526
-164	0	527
-165	0	526
-165	0	527
-165	0	526
-165	0	527
-165	0	527
-165	0	527
-165	0	526
-165	0	526
-165	0	527
-165	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	527
-166	0	528
-167	0	527
-167	29	527
-167	29	527
-167	29	528
-167	28	528
-167	28	528
-167	29	527
-167	27	528
-167	28	527
-167	27	528
-168	28	528
-168	213	528
-168	214	528
-168	214	528
-168	214	528
-168	214	528
-168	213	528
-168	213	529
-168	213	528
-168	213	528
-169	213	528
-169	409	529
-169	409	528
-169	408	528
-169	408	529
-169	407	529
-169	408	529
-169	407	529
-169	407	530
-169	407	529
-170	408	530
-170	685	529
-170	683	529
-170	684	529
-170	685	530
-170	682	530
-170	683	529
-170	682	529
-170	681	530
-170	680	530
-171	680	530
-171	996	530
-171	996	530
-171	996	529
-171	996	530
-171	996	530
-171	995	530
-171	995	530
-171	995	530
-171	995	531
-172	995	530
-172	1023	530
-172	1023	530
-172	1023	531
-172	1023	531
-172	1023	530
-172	1023	530
-172	1023	530
-172	1023	531
-172	1023	531
-173	1023	531
-173	1023	531
-173	1023	531
-173	1023	530
-173	1023	530
-173	1023	532
-173	1023	530
-173	1023	532
-173	1023	531
-173	1023	531
-174	1023	532
-174	998	531
-174	997	531
-174	997	531
-174	996	532
-174	996	532
-174	995	532
-174	995	532
-174	994	531
-174	994	532
-175	993	532
-175	985	532
-175	984	532
-175	984	531
-175	983	532
-175	983	533
-175	982	533
-175	982	533
-175	981	532
-175	981	533
-176	980	533
-176	979	533
-176	978	532
-176	978	532
-176	977	533
-176	976	533
-176	975	533
-176	975	533
-176	974	533
-176	974	533
-177	973	533
-177	973	533
-177	972	533
-177	971	534
-177	971	534
-177	970	533
-177	970	533
-177	969	534
-177	968	533
-177	968	534
-178	967	533
-178	967	533
-178	966	534
-178	966	534
-178	965	534
-178	965	534
-178	964	534
-178	963	534
-178	963	534
-178	963	534
-179	962	535
-179	961	534
-179	961	535
-179	960	534
-179	960	535
-179	960	534
-179	958	534
-179	958	535
-179	957	535
-179	957	535
-180	956	535
-180	956	535
-180	955	535
-180	955	535
-180	954	535
-180	953	535
-180	952	535
-180	952	536
-180	951	535
-180	951	536
-181	950	535
-181	949	536
-181	949	535
-181	948	536
-181	947	535
-181	947	536
-181	946	536
-181	946	536
-181	945	536
-181	945	535
-182	944	536
-182	943	536
-182	943	536
-182	942	537
-182	941	536
-182	941	536
-182	940	537
-182	940	536
-182	940	537
-182	939	536
-183	939	536
-183	938	536
-183	937	537
-183	937	536
-183	936	536
-183	936	537
-183	935	537
-183	935	537
-183	934	536
-183	934	537
-184	933	537
-184	932	537
-184	932	537
-184	931	537
-184	930	537
-184	930	538
-184	929	537
-184	929	537
-184	928	537
-184	928	537
-185	928	537
-185	926	538
-185	925	537
-185	925	538
-185	924	538
-185	924	538
-185	923	538
-185	923	538
-185	922	538
-185	921	538
-186	921	538
-186	920	538
-186	920	538
-186	919	538
-186	919	538
-186	918	538
-186	918	538
-186	917	538
-186	916	539
-186	916	539
-187	916	539
-187	915	538
-187	914	539
-187	914	539
-187	913	539
-187	912	539
-187	912	539
-187	911	539
-187	910	539
-187	910	539
-188	909	539
-188	909	539
-188	908	539
-188	908	539
-188	907	539
-188	907	539
-188	906	540
-188	906	540
-188	905	539
-188	904	540
-189	904	539
-189	903	540
-189	902	540
-189	902	540
-189	901	540
-189	901	540
-189	900	540
-189	900	540
-189	899	541
-189	899	540
-190	898	540
-190	897	540
-190	896	541
-190	896	540
-190	896	541
-190	896	540
-190	894	541
-190	894	541
-190	893	541
-190	893	541
-191	893	541
-191	892	541
-191	891	541
-191	891	541
-191	890	541
-191	890	541
-191	889	541
-191	888	542
-191	888	542
-191	888	541
-192	887	542
-192	886	541
-192	885	542
-192	885	542
-192	884	541
-192	883	542
-192	883	541
-192	883	542
-192	881	542
-192	881	542
-193	881	542
-193	880	542
-193	879	543
-193	879	542
-193	878	542
-193	878	542
-193	877	543
-193	876	543
-193	876	543
-193	875	542
-194	875	542
-194	874	542
-194	874	543
-194	873	543
-194	873	543
-194	872	542
-194	871	543
-194	871	543
-194	871	543
-194	870	544
-195	869	543
-195	869	543
-195	868	543
-195	868	543
-195	867	543
-195	867	543
-195	865	543
-195	865	544
-195	865	543
-195	864	543
-196	864	544
-196	864	544
-196	864	544
-196	862	544
-196	861	544
-196	861	543
-196	860	543
-196	860	544
-196	858	545
-196	858	544
-197	858	543
-197	857	543
-197	856	545
-197	856	545
-197	855	545
-197	855	545
-197	854	544
-197	854	545
-197	853	545
-197	852	545
-198	852	544
-198	852	545
-198	851	545
-198	850	545
-198	849	545
-198	849	545
-198	848	545
-198	848	545
-198	847	545
-198	847	545
-199	846	545
-199	846	545
-199	845	545
-199	844	545
-199	843	546
-199	842	546
-199	842	546
-199	841	545
-199	839	545
-199	834	545
-200	828	546
-200	822	546
-200	815	546
-200	808	546
-200	802	545
-200	795	546
-200	789	546
-200	783	546
-200	776	546
-200	771	546
-201	765	545
-201	759	546
-201	752	545
-201	746	546
-201	739	546
-201	733	545
-201	727	546
-201	722	546
-201	716	545
-201	711	545
-202	706	546
-202	701	545
-202	695	545
-202	690	545
-202	684	545
-202	680	544
-202	675	545
-202	670	545
-202	666	545
-202	662	544
-203	658	544
-203	655	545
-203	651	544
-203	647	543
-203	643	544
-203	640	543
-203	637	544
-203	635	543
-203	632	543
-203	631	543
-204	629	543
-204	627	543
-204	625	542
-204	623	543
-204	622	543
-204	621	542
-204	620	542
-204	619	542
-204	619	543
-204	619	542
-205	619	541
-205	620	542
-205	619	542
-205	619	542
-205	620	541
-205	620	541
-205	621	541
-205	622	541
-205	623	541
-205	624	541
-206	626	540
-206	627	540
-206	628	540
-206	630	540
-206	631	540
-206	632	540
-206	634	540
-206	635	540
-206	637	540
-206	639	539
-207	641	540
-207	643	540
-207	644	539
-207	646	540
-207	648	539
-207	649	539
-207	651	540
-207	653	539
-207	655	539
-207	657	539
-208	659	539
-208	661	539
-208	662	540
-208	664	539
-208	665	539
-208	667	539
-208	668	539
-208	670	539
-208	672	540
-208	673	539
-209	674	539
-209	676	538
-209	676	539
-209	678	538
-209	678	539
-209	679	538
-209	680	539
-209	681	539
-209	681	539
-209	682	539
-210	683	539
-210	683	539
-210	683	539
-210	683	539
-210	682	539
-210	682	538
-210	682	539
-210	681	540
-210	681	539
-210	680	538
-211	680	539
-211	679	539
-211	678	539
-211	677	540
-211	676	539
-211	674	539
-211	673	539
-211	672	539
-211	671	539
-211	669	539
-212	668	539
-212	667	539
-212	665	539
-212	663	539
-212	661	539
-212	659	540
-212	658	538
-212	656	539
-212	654	539
-212	653	539
-213	651	540
-213	650	539
-213	647	539
-213	645	539
-213	643	539
-213	641	539
-213	640	539
-213	638	539
-213	636	540
-213	634	539
-214	633	539
-214	631	538
-214	629	538
-214	627	539
-214	625	538
-214	623	538
-214	621	538
-214	619	539
-214	618	538
-214	616	539
-215	615	539
-215	614	539
-215	611	538
-215	610	539
-215	608	538
-215	608	539
-215	606	538
-215	604	538
-215	603	537
-215	603	538
-216	602	538
-216	601	538
-216	600	537
-216	599	538
-216	598	538
-216	597	537
-216	596	537
-216	596	537
-216	595	538
-216	595	537
-217	595	537
-217	595	537
-217	594	537
-217	594	537
-217	593	537
-217	593	538
-217	593	537
-217	593	537
-217	593	536
-217	593	537
-218	594	537
-218	594	537
-218	594	537
-218	593	537
-218	593	537
-218	593	537
-218	593	536
-218	594	537
-218	594	536
-218	594	536
-219	594	537
-219	595	536
-219	595	536
-219	595	536
-219	595	537
-219	595	536
-219	595	536
-219	595	536
-219	595	536
-219	596	536
-220	596	536
-220	597	536
-220	597	536
-220	597	536
-220	597	536
-220	597	536
-220	597	536
-220	597	536
-220	597	536
-220	598	535
-221	598	535
-221	598	536
-221	598	536
-221	598	536
-221	597	536
-221	598	536
-221	597	536
-221	597	536
-221	597	535
-221	597	536
-222	597	535
-222	597	535
-222	596	536
-222	596	535
-222	595	536
-222	594	536
-222	594	535
-222	593	535
-222	593	535
-222	593	535
-223	592	535
-223	592	535
-223	591	536
-223	589	536
-223	588	535
-223	587	536
-223	586	535
-223	586	535
-223	585	535
-223	584	535
-224	583	536
