V2_mean	Isense_mean
510	509
65	138	509
65	138	510
65	138	509
65	138	510
65	138	509
66	138	510
66	171	509
66	172	510
66	172	509
66	172	510
66	172	509
66	172	509
66	171	509
66	172	510
66	172	510
67	171	510
67	212	510
67	214	509
67	212	509
67	212	509
67	212	510
67	212	510
67	212	509
67	212	510
67	212	510
68	212	510
68	264	509
68	264	509
68	264	509
68	264	510
68	264	510
68	264	510
68	264	510
68	264	509
68	264	509
69	264	510
69	324	510
69	326	509
69	326	509
69	326	509
69	326	509
69	326	510
69	326	509
69	326	509
69	326	509
70	326	510
70	395	509
70	396	509
70	396	509
70	396	509
70	396	510
70	396	509
70	396	509
70	396	510
70	396	510
71	396	510
71	474	509
71	476	510
71	476	509
71	476	510
71	476	510
71	476	509
71	476	509
71	476	509
71	476	509
72	476	510
72	562	509
72	566	510
72	566	510
72	566	509
72	566	509
72	566	510
72	566	509
72	566	510
72	566	510
73	566	509
73	660	510
73	664	510
73	664	510
73	664	510
73	666	509
73	664	509
73	664	510
73	664	509
73	664	510
74	666	509
74	760	509
74	766	510
74	766	510
74	766	509
74	766	509
74	766	509
74	766	510
74	766	510
74	766	509
75	766	509
75	860	509
75	868	509
75	868	509
75	868	509
75	868	509
75	868	509
75	868	509
75	868	510
75	868	509
76	868	509
76	954	510
76	964	509
76	964	509
76	964	509
76	964	509
76	964	509
76	964	510
76	964	510
76	964	510
77	964	509
77	1023	509
77	1023	509
77	1023	510
77	1023	509
77	1023	510
77	1023	509
77	1023	510
77	1023	510
77	1023	510
78	1023	510
78	1023	509
78	1023	509
78	1023	509
78	1023	509
78	1023	509
78	1023	510
78	1023	510
78	1023	509
78	1023	509
79	1023	510
79	1023	509
79	1023	510
79	1023	509
79	1023	509
79	1023	509
79	1023	510
79	1023	509
79	1023	509
79	1023	509
80	1023	510
80	1023	511
80	1023	509
80	1023	509
80	1023	509
80	1023	509
80	1023	509
80	1023	509
80	1023	510
80	1023	510
81	1023	509
81	1023	510
81	1023	510
81	1023	510
81	1023	509
81	1023	509
81	1023	510
81	1023	510
81	1023	510
81	1023	509
82	1023	509
82	1023	509
82	1023	509
82	1023	509
82	1023	509
82	1023	510
82	1023	509
82	1023	509
82	1023	509
82	1023	509
83	1023	509
83	1023	509
83	1023	510
83	1023	509
83	1023	510
83	1023	510
83	1023	510
83	1023	509
83	1023	509
83	1023	510
84	1023	509
84	1023	510
84	1023	509
84	1023	510
84	1023	510
84	1023	509
84	1023	509
84	1023	509
84	1023	509
84	1023	510
85	1023	509
85	1023	510
85	1023	510
85	1023	509
85	1023	509
85	1023	509
85	1023	509
85	1023	510
85	1023	509
85	1023	509
86	1023	510
86	1023	509
86	1023	509
86	1023	509
86	1023	510
86	1023	509
86	1023	510
86	1023	509
86	1023	510
86	1023	510
87	1023	509
87	1023	509
87	1023	509
87	1023	510
87	1023	509
87	1023	509
87	1023	510
87	1023	509
87	1023	509
87	1023	509
88	1023	509
88	1023	510
88	1023	509
88	1023	509
88	1023	509
88	1023	509
88	1023	509
88	1023	510
88	1023	510
88	1023	509
89	1023	509
89	1023	510
89	1023	509
89	1023	510
89	1023	508
89	1023	510
89	1023	509
89	1023	509
89	1023	510
89	1023	509
90	1023	509
90	1023	509
90	1023	509
90	1023	510
90	1023	509
90	1023	509
90	1023	509
90	1023	509
90	1023	509
90	1023	509
91	1023	509
91	1023	509
91	1023	510
91	1023	510
91	1023	509
91	1023	510
91	1023	509
91	1023	510
91	1023	510
91	1023	509
92	1023	509
92	1023	510
92	1023	509
92	1023	509
92	1023	510
92	1023	509
92	1023	510
92	1023	509
92	1023	509
92	1023	509
93	1023	509
93	1023	509
93	1023	509
93	1023	510
93	1023	510
93	1023	509
93	1023	510
93	1023	509
93	1023	510
93	1023	509
94	1023	510
94	1023	510
94	1023	509
94	1023	509
94	1023	510
94	1023	509
94	1023	509
94	1023	510
94	1023	509
94	1023	510
95	1023	509
95	1023	510
95	1023	509
95	1023	510
95	1023	509
95	1023	509
95	1023	510
95	1023	510
95	1023	509
95	1023	509
96	1023	509
96	1023	509
96	1023	510
96	1023	509
96	1023	509
96	1023	510
96	1023	509
96	1023	509
96	1023	509
96	1023	509
97	1023	509
97	1023	509
97	1023	509
97	1023	509
97	1023	510
97	1023	509
97	1023	510
97	1023	509
97	1023	509
97	1023	509
98	1023	510
98	1023	510
98	1023	510
98	1023	509
98	1023	509
98	1023	510
98	1023	510
98	1023	510
98	1023	509
98	1023	510
99	1023	509
99	1023	509
99	1023	509
99	1023	509
99	1023	510
99	1023	509
99	1023	509
99	1023	509
99	1023	509
99	1023	509
100	1023	510
100	1023	509
100	1023	510
100	1023	509
100	1023	510
100	1023	510
100	1023	509
100	1023	509
100	1023	510
100	1023	510
101	1023	510
101	1023	510
101	1023	509
101	1023	510
101	1023	510
101	1023	510
101	1023	510
101	1023	509
101	1023	510
101	1023	510
102	1023	509
102	1023	510
102	1023	509
102	1023	510
102	1023	509
102	1023	510
102	1023	508
102	1023	510
102	1023	509
102	1023	509
103	1023	509
103	1023	509
103	1023	509
103	1023	509
103	1023	510
103	1023	509
103	1023	509
103	1023	510
103	1023	509
103	1023	510
104	1023	509
104	1023	509
104	1023	509
104	1023	510
104	1023	510
104	1023	509
104	1023	509
104	1023	509
104	1023	509
104	1023	509
105	1023	510
105	1023	509
105	1023	509
105	1023	509
105	1023	509
105	1023	510
105	1023	509
105	1023	510
105	1023	509
105	1023	509
106	1023	509
106	1023	509
106	1023	509
106	1023	509
106	1023	509
106	1023	510
106	1023	509
106	1023	510
106	1023	510
106	1023	509
107	1023	509
107	1023	509
107	1023	509
107	1023	509
107	1023	510
107	1023	509
107	1023	510
107	1023	509
107	1023	510
107	1023	510
108	1023	510
108	1023	509
108	1023	509
108	1023	509
108	1023	509
108	1023	509
108	1023	510
108	1023	509
108	1023	509
108	1023	509
109	1023	510
109	1023	509
109	1023	509
109	1023	509
109	1023	509
109	1023	509
109	1023	510
109	1023	509
109	1023	509
109	1023	509
110	1023	510
110	1023	509
110	1023	509
110	1023	509
110	1023	509
110	1023	509
110	1023	510
110	1023	510
110	1023	509
110	1023	510
111	1023	510
111	1023	510
111	1023	509
111	1023	510
111	1023	510
111	1023	509
111	1023	509
111	1023	509
111	1023	509
111	1023	510
112	1023	509
112	1023	509
112	1023	509
112	1023	508
112	1023	509
112	1023	509
112	1023	510
112	1023	510
112	1023	510
112	1023	510
113	1023	509
113	1023	509
113	1023	509
113	1023	510
113	1023	509
113	1023	509
113	1023	509
113	1023	510
113	1023	509
113	1023	509
114	1023	509
114	1023	509
114	1023	510
114	1023	510
114	1023	509
114	1023	509
114	1023	509
114	1023	509
114	1023	509
114	1023	509
115	1023	509
115	1023	509
115	1023	509
115	1023	509
115	1023	509
115	1023	509
115	1023	510
115	1023	509
115	1023	510
115	1023	509
116	1023	510
116	1023	510
116	1023	509
116	1023	509
116	1023	509
116	1023	510
116	1023	509
116	1023	509
116	1023	509
116	1023	509
117	1023	509
117	1023	509
117	1023	510
117	1023	510
117	1023	510
117	1023	510
117	1023	509
117	1023	509
117	1023	509
117	1023	510
118	1023	509
118	1023	509
118	1023	509
118	1023	510
118	1023	510
118	1023	509
118	1023	509
118	1023	510
118	1023	509
118	1023	509
119	1023	509
119	1023	509
119	1023	509
119	1023	510
119	1023	509
119	1023	509
119	1023	509
119	1023	510
119	1023	510
119	1023	509
120	1023	509
120	1023	509
120	1023	510
120	1023	509
120	1023	509
120	1023	510
120	1023	509
120	1023	509
120	1023	510
120	1023	509
121	1023	509
121	1023	509
121	1023	510
121	1023	510
121	1023	509
121	1023	509
121	1023	509
121	1023	510
121	1023	509
121	1023	510
122	1023	509
122	1023	510
122	1023	509
122	1023	510
122	1023	510
122	1023	510
122	1023	509
122	1023	510
122	1023	509
122	1023	509
123	1023	510
123	1023	509
123	1023	510
123	1023	509
123	1023	510
123	1023	509
123	1023	510
123	1023	510
123	1023	509
123	1023	509
124	1023	510
124	1023	510
124	1023	509
124	1023	509
124	1023	509
124	1023	509
124	1023	509
124	1023	510
124	1023	510
124	1023	510
125	1023	510
125	1023	510
125	1023	510
125	1023	510
125	1023	508
125	1023	509
125	1023	509
125	1023	510
125	1023	510
125	1023	510
126	1023	509
126	1023	509
126	1023	510
126	1023	509
126	1023	510
126	1023	510
126	1023	510
126	1023	510
126	1023	509
126	1023	509
127	1023	510
127	1023	509
127	1023	510
127	1023	509
127	1023	509
127	1023	510
127	1023	510
127	1023	510
127	1023	509
127	1023	510
128	1023	509
128	1023	510
128	1023	509
128	1023	510
128	1023	509
128	1023	509
128	1023	509
128	1023	509
128	1023	509
128	1023	510
129	1023	510
129	1023	509
129	1023	509
129	1023	509
129	1023	509
129	1023	510
129	1023	509
129	1023	509
129	1023	509
129	1023	509
130	1023	509
130	1023	509
130	1023	509
130	1023	509
130	1023	509
130	1023	509
130	1023	510
130	1023	509
130	1023	509
130	1023	509
131	1023	509
131	1023	509
131	1023	509
131	1023	509
131	1023	509
131	1023	509
131	1023	510
131	1023	508
131	1023	509
131	1023	509
132	1023	509
132	1023	509
132	1023	509
132	1023	509
132	1023	509
132	1023	509
132	1023	509
132	1023	508
132	1023	509
132	1023	509
133	1023	509
133	1023	509
133	1023	509
133	1023	509
133	1023	509
133	1023	509
133	1023	509
133	1023	508
133	1023	509
133	1023	510
134	1023	508
134	1023	508
134	1023	508
134	1023	509
134	1023	508
134	1023	508
134	1023	509
134	1023	508
134	1023	509
134	1023	508
135	1023	508
135	1023	508
135	1023	507
135	1023	508
135	1023	507
135	1023	507
135	1023	507
135	1023	508
135	1023	507
135	1023	507
136	1023	507
136	1023	506
136	1023	506
136	1023	506
136	1023	506
136	1023	506
136	1023	507
136	1023	506
136	1023	506
136	1023	506
137	1023	506
137	1023	507
137	1023	506
137	1023	506
137	1023	506
137	1023	506
137	1023	506
137	1023	506
137	1023	506
137	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
138	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
139	1023	506
140	1023	506
140	1023	505
140	1023	505
140	1023	505
140	1023	506
140	1023	505
140	1023	506
140	1023	505
140	1023	505
140	1023	505
141	1023	505
141	1023	507
141	1023	508
141	1023	508
141	1023	508
141	1023	508
141	1023	507
141	1023	507
141	1023	508
141	1023	507
142	1023	507
142	1023	505
142	1023	505
142	1023	505
142	1023	504
142	1023	505
142	1023	505
142	1023	505
142	1023	504
142	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
143	1023	504
144	1023	504
144	1023	503
144	1023	503
144	1023	504
144	1023	503
144	1023	503
144	1023	503
144	1023	503
144	1023	504
144	1023	503
145	1023	503
145	1023	502
145	1023	503
145	1023	503
145	1023	503
145	1023	503
145	1023	502
145	1023	503
145	1023	503
145	1023	503
146	1023	503
146	1023	502
146	1023	503
146	1023	502
146	1023	502
146	1023	502
146	1023	502
146	1023	502
146	1023	503
146	1023	502
147	1023	502
147	1023	502
147	1023	502
147	1023	501
147	1023	502
147	1023	502
147	1023	502
147	1023	501
147	1023	502
147	1023	502
148	1023	501
148	1023	502
148	1023	500
148	1023	501
148	1023	501
148	1023	501
148	1023	501
148	1023	501
148	1023	501
148	1023	501
149	1023	501
149	1023	501
149	1023	500
149	1023	501
149	1023	501
149	1023	501
149	1023	501
149	1023	501
149	1023	501
149	1023	500
150	1023	501
150	1023	500
150	1023	500
150	1023	500
150	1023	500
150	1023	500
150	1023	500
150	1023	500
150	1023	501
150	1023	500
151	1023	500
151	1023	500
151	1023	500
151	1023	500
151	1023	500
151	1023	499
151	1023	500
151	1023	500
151	1023	500
151	1023	499
152	1023	499
152	1023	499
152	1023	500
152	1023	499
152	1023	499
152	1023	499
152	1023	499
152	1023	499
152	1023	500
152	1023	498
153	1023	499
153	1023	499
153	1023	499
153	1023	498
153	1023	499
153	1023	499
153	1023	498
153	1023	498
153	1023	498
153	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	498
154	1023	499
154	1023	497
155	1023	498
155	1023	497
155	1023	497
155	1023	497
155	1023	497
155	1023	498
155	1023	497
155	1023	497
155	1023	497
155	1023	497
156	1023	497
156	1023	497
156	1023	497
156	1023	497
156	1023	497
156	1023	497
156	1023	497
156	1023	496
156	1023	496
156	1023	497
157	1023	497
157	1023	496
157	1023	497
157	1023	496
157	1023	496
157	1023	496
157	1023	496
157	1023	497
157	1023	496
157	1023	496
158	1023	496
158	1023	496
158	1023	495
158	1023	496
158	1023	496
158	1023	496
158	1023	495
158	1023	496
158	1023	495
158	1023	495
159	1023	495
159	1023	495
159	1023	496
159	1023	496
159	1023	495
159	1023	495
159	1023	495
159	1023	495
159	1023	495
159	1023	495
160	1023	495
160	1023	495
160	1023	495
160	1023	495
160	1023	494
160	1023	495
160	1023	495
160	1023	494
160	1023	495
160	1023	495
161	1023	494
161	957	494
161	957	494
161	958	494
161	958	494
161	959	494
161	959	493
161	959	494
161	959	494
161	959	494
162	959	494
162	871	494
162	872	493
162	872	493
162	872	494
162	873	493
162	873	493
162	873	493
162	874	493
162	875	493
163	875	494
163	767	493
163	767	493
163	767	493
163	767	493
163	767	493
163	769	493
163	770	493
163	770	493
163	771	493
164	771	493
164	646	493
164	647	493
164	647	492
164	648	492
164	648	492
164	648	492
164	649	492
164	649	492
164	650	492
165	650	492
165	499	492
165	499	491
165	500	492
165	500	492
165	500	492
165	500	491
165	501	491
165	501	492
165	501	492
166	502	492
166	317	491
166	317	491
166	318	491
166	319	491
166	318	491
166	318	491
166	319	491
166	319	491
166	319	491
167	319	491
167	234	491
167	235	490
167	234	491
167	235	491
167	235	491
167	235	490
167	234	491
167	234	490
167	235	491
168	235	490
168	421	490
168	423	490
168	421	490
168	422	490
168	421	490
168	422	490
168	422	490
168	422	490
168	422	490
169	422	490
169	626	490
169	626	490
169	625	489
169	626	490
169	625	490
169	625	489
169	625	489
169	626	489
169	626	489
170	626	489
170	791	489
170	792	489
170	791	489
170	792	489
170	792	489
170	792	489
170	792	489
170	791	488
170	792	490
171	792	489
171	891	489
171	890	488
171	891	488
171	891	488
171	891	488
171	891	489
171	891	488
171	891	488
171	891	488
172	891	488
172	765	488
172	766	488
172	766	487
172	766	488
172	766	488
172	766	488
172	767	488
172	767	487
172	767	488
173	767	488
173	520	488
173	521	488
173	522	487
173	523	487
173	522	488
173	524	487
173	524	487
173	526	487
173	525	487
174	526	487
174	117	487
174	118	487
174	119	487
174	120	487
174	121	486
174	122	487
174	122	486
174	122	488
174	123	486
175	124	487
175	40	487
175	41	486
175	41	487
175	43	486
175	42	486
175	43	486
175	44	486
175	44	487
175	45	486
176	46	485
176	44	486
176	45	486
176	45	485
176	46	486
176	46	485
176	47	486
176	47	485
176	47	485
176	48	485
177	49	486
177	49	485
177	50	485
177	50	485
177	51	485
177	51	485
177	52	485
177	52	485
177	53	485
177	53	485
178	54	485
178	55	485
178	55	483
178	56	485
178	57	484
178	57	485
178	58	484
178	59	484
178	59	485
178	60	484
179	60	485
179	61	484
179	62	483
179	63	483
179	63	484
179	63	484
179	63	484
179	63	483
179	63	484
179	66	483
180	66	484
180	67	483
180	67	483
180	68	483
180	69	484
180	69	483
180	70	483
180	70	483
180	71	483
180	71	482
181	72	483
181	72	483
181	73	483
181	73	483
181	74	483
181	75	482
181	76	483
181	75	483
181	77	482
181	77	482
182	78	483
182	78	483
182	79	482
182	79	482
182	80	482
182	81	482
182	81	482
182	82	482
182	83	482
182	83	482
183	84	482
183	84	482
183	85	482
183	85	482
183	86	482
183	86	481
183	88	482
183	88	481
183	88	482
183	89	481
184	90	481
184	90	481
184	91	481
184	91	481
184	92	481
184	92	481
184	93	481
184	93	481
184	94	480
184	94	480
185	95	480
185	95	481
185	95	481
185	95	481
185	97	480
185	98	480
185	98	480
185	99	481
185	100	480
185	100	480
186	101	479
186	101	481
186	102	480
186	103	480
186	103	480
186	104	480
186	105	480
186	105	479
186	106	480
186	106	480
187	107	480
187	107	480
187	108	480
187	109	479
187	110	479
187	110	479
187	110	479
187	111	479
187	112	479
187	112	479
188	113	479
188	113	479
188	114	479
188	114	479
188	115	479
188	115	479
188	116	478
188	116	479
188	117	478
188	117	479
189	118	479
189	118	479
189	119	479
189	120	479
189	121	479
189	121	478
189	122	478
189	122	478
189	123	478
189	123	478
190	124	478
190	124	478
190	125	478
190	126	478
190	126	478
190	127	479
190	127	478
190	127	477
190	127	477
190	129	478
191	130	478
191	130	478
191	131	477
191	132	478
191	132	477
191	133	477
191	134	477
191	134	477
191	135	477
191	135	477
192	135	477
192	136	477
192	137	477
192	137	477
192	138	477
192	138	477
192	139	477
192	139	476
192	140	476
192	141	476
193	141	477
193	142	476
193	142	477
193	143	475
193	143	476
193	144	476
193	145	476
193	145	476
193	146	475
193	146	476
194	147	477
194	147	476
194	148	476
194	148	476
194	150	476
194	150	476
194	151	475
194	151	475
194	152	475
194	152	476
195	153	475
195	153	475
195	154	475
195	155	475
195	155	475
195	156	475
195	157	474
195	157	475
195	158	475
195	158	475
196	159	475
196	159	474
196	159	474
196	159	475
196	159	474
196	161	475
196	161	474
196	162	474
196	163	474
196	163	474
197	164	475
197	164	473
197	165	474
197	166	474
197	166	474
197	167	474
197	168	474
197	168	474
197	169	474
197	169	474
198	170	474
198	171	473
198	171	474
198	172	473
198	173	474
198	173	473
198	174	473
198	174	473
198	175	474
198	176	473
199	177	473
199	177	472
199	178	473
199	179	474
199	185	473
199	191	473
199	198	473
199	204	473
199	210	472
199	216	473
200	222	473
200	228	472
200	235	473
200	241	472
200	249	473
200	255	473
200	262	473
200	267	473
200	274	473
200	279	472
201	285	472
201	290	473
201	297	473
201	303	474
201	309	473
201	314	473
201	319	474
201	325	473
201	330	473
201	334	473
202	339	474
202	343	474
202	348	474
202	351	474
202	357	473
202	361	474
202	365	474
202	368	475
202	371	475
202	375	474
203	377	475
203	380	475
203	383	475
203	386	475
203	388	475
203	391	476
203	392	476
203	394	476
203	395	477
203	396	476
204	397	476
204	398	476
204	399	477
204	399	477
204	400	477
204	400	477
204	400	477
204	400	477
204	400	477
204	399	478
205	398	477
205	397	478
205	397	478
205	396	478
205	395	478
205	395	478
205	394	478
205	392	478
205	391	478
205	389	479
206	388	479
206	385	478
206	384	479
206	383	479
206	381	479
206	379	479
206	378	479
206	375	479
206	374	480
206	372	480
207	370	480
207	368	480
207	366	479
207	364	480
207	363	480
207	361	480
207	359	479
207	357	480
207	356	480
207	354	480
208	351	480
208	350	480
208	349	479
208	348	480
208	347	480
208	346	480
208	344	480
208	343	479
208	342	480
208	340	480
209	339	480
209	338	479
209	338	480
209	338	480
209	338	479
209	337	480
209	337	480
209	337	480
209	336	480
209	336	480
210	336	480
210	336	480
210	337	479
210	337	480
210	338	480
210	339	480
210	340	479
210	340	480
210	342	479
210	343	480
211	344	479
211	345	480
211	346	479
211	348	480
211	349	480
211	351	479
211	351	480
211	354	480
211	356	480
211	357	479
212	358	480
212	360	479
212	362	480
212	364	480
212	366	480
212	368	479
212	370	480
212	372	480
212	373	480
212	375	479
213	377	479
213	378	479
213	381	480
213	383	480
213	385	480
213	387	480
213	389	480
213	391	480
213	392	480
213	394	480
214	396	479
214	397	480
214	399	480
214	401	481
214	403	480
214	404	480
214	406	480
214	408	480
214	409	481
214	411	480
215	412	480
215	413	481
215	414	480
215	415	481
215	417	481
215	418	480
215	419	480
215	420	481
215	421	481
215	421	481
216	422	481
216	422	481
216	423	481
216	424	481
216	425	481
216	425	481
216	426	482
216	426	481
216	426	481
216	426	481
217	426	482
217	426	482
217	426	481
217	427	482
217	427	482
217	427	482
217	427	482
217	427	482
217	427	482
217	426	482
218	426	482
218	425	483
218	425	482
218	425	482
218	425	482
218	425	482
218	425	482
218	425	483
218	425	482
218	425	482
219	424	482
219	423	483
219	424	483
219	424	482
219	424	482
219	423	482
219	423	483
219	423	483
219	423	482
219	422	483
220	422	483
220	421	483
220	422	483
220	422	483
220	422	483
220	422	484
220	422	483
220	421	482
220	421	482
220	421	483
221	421	483
221	421	483
221	422	482
221	422	483
221	422	483
221	423	483
221	423	483
221	423	484
221	423	483
221	423	483
222	423	483
222	424	483
222	424	483
222	425	483
222	426	484
222	427	483
222	428	484
222	428	483
222	429	483
222	430	484
223	430	483
223	430	483
223	432	483
223	433	484
223	434	483
223	435	484
223	436	484
223	437	483
223	437	483
223	438	484
224	439	483
224	440	483
224	441	483
224	442	484
224	443	484
224	444	483
224	444	483
224	445	483
224	446	484
224	446	484
225	447	483
225	447	483
225	448	484
225	449	484
225	450	484
225	450	484
225	451	484
225	452	483
225	452	484
225	452	484
226	452	484
226	453	484
226	454	484
226	458	484
226	464	485
226	467	484
226	460	484
226	454	484
226	455	484
226	454	485
227	454	484
227	454	484
227	456	484
227	457	484
227	458	485
227	459	485
227	460	484
227	461	484
227	462	484
227	462	485
228	463	485
228	463	485
228	464	485
228	465	485
228	465	485
228	466	485
228	466	485
228	467	485
228	467	485
228	468	485
229	467	485
229	468	486
229	468	485
229	469	485
229	469	485
229	470	485
229	470	485
229	470	485
229	470	485
229	470	485
230	469	486
230	469	486
230	470	485
230	470	486
230	471	485
230	471	485
230	471	486
230	471	485
230	471	485
230	470	486
231	470	486
231	470	486
231	470	486
231	470	485
231	470	486
231	470	486
231	470	487
231	470	485
231	470	486
231	470	486
232	470	486
232	469	485
232	469	486
232	469	486
232	469	486
232	469	486
232	469	487
232	469	486
232	469	486
232	469	486
233	469	485
233	469	486
233	469	486
233	470	486
233	470	486
233	470	486
233	470	487
233	470	486
233	470	486
233	470	486
234	471	485
234	471	486
234	472	487
234	473	486
234	473	486
234	474	486
234	474	486
234	474	487
234	474	486
234	475	486
235	475	486
235	475	486
235	476	487
235	476	487
235	477	486
235	477	486
235	478	486
235	478	487
235	478	487
235	479	486
236	479	486
236	479	486
236	479	487
236	480	486
236	480	486
236	481	486
236	481	487
236	481	486
236	482	486
236	482	487
237	482	487
237	482	487
237	483	486
237	483	487
237	484	487
237	484	487
237	484	487
237	484	487
237	485	486
237	485	487
238	485	487
238	485	487
238	486	487
238	487	487
238	487	487
238	487	487
238	488	487
238	488	487
238	488	487
238	488	488
239	488	487
239	488	487
239	489	487
239	489	487
239	489	487
239	489	488
239	490	487
239	490	487
239	490	487
239	490	488
240	489	487
240	489	488
240	490	488
240	490	487
240	490	487
240	490	487
240	490	488
240	490	487
240	491	488
240	490	487
241	490	487
241	490	488
241	491	487
241	491	487
241	491	487
241	492	488
241	491	488
241	492	488
241	492	488
241	492	487
242	492	487
242	492	488
242	493	487
242	494	488
242	494	487
242	494	487
242	494	488
242	495	488
242	494	488
242	495	488
243	494	487
243	495	487
243	495	488
243	496	488
243	496	488
243	496	488
243	496	488
243	497	488
243	496	488
243	496	487
244	496	488
244	496	488
244	497	488
244	497	488
244	498	489
244	498	488
244	498	488
244	499	488
244	499	488
244	499	488
245	499	487
245	499	488
245	500	488
245	501	488
245	501	488
245	502	488
245	502	488
245	503	488
245	503	488
245	504	489
246	504	488
246	504	488
246	506	489
246	506	489
246	507	488
246	508	488
246	508	488
246	508	489
246	508	488
246	509	488
247	509	489
247	509	489
247	510	489
247	511	488
247	511	489
247	512	489
247	512	489
247	512	489
247	512	489
247	512	489
248	512	489
248	512	489
248	512	489
248	513	489
248	513	489
248	514	489
248	514	489
248	514	489
248	514	489
248	514	489
249	513	489
249	514	489
249	514	488
249	514	489
249	513	489
249	513	490
249	513	489
249	513	489
249	513	489
249	513	489
250	513	490
250	513	489
250	513	489
250	513	489
250	513	490
250	513	489
250	513	490
250	512	489
250	512	490
250	512	489
251	511	490
251	511	489
251	511	490
251	511	489
251	512	490
251	511	490
251	512	490
251	511	489
251	511	489
251	511	489
252	511	490
252	511	491
252	511	489
252	511	490
252	512	490
252	512	490
252	512	490
252	513	490
252	512	489
252	513	489
253	513	490
253	513	490
253	513	489
253	513	489
253	514	489
253	514	489
253	514	490
253	515	490
253	515	490
253	515	490
254	516	489
254	516	490
254	516	490
254	516	490
254	516	490
254	516	490
254	515	489
254	515	490
254	515	489
254	515	490
255	515	490
255	514	490
255	514	490
255	514	490
255	513	490
255	513	490
255	512	490
255	512	490
255	512	490
255	511	490
255	510	490
255	510	489
255	510	490
255	510	489
255	509	490
255	509	489
255	509	490
255	508	490
255	508	489
255	508	490
254	508	490
254	507	490
254	507	490
254	507	489
254	507	489
254	507	490
254	507	490
254	507	490
254	507	490
254	507	490
253	507	490
253	507	490
253	507	490
253	507	490
253	507	489
253	507	490
253	507	490
253	508	490
253	508	490
253	508	489
252	508	490
252	508	490
252	508	490
252	508	489
252	508	490
252	507	490
252	507	490
252	507	489
252	506	490
252	506	490
251	506	490
251	506	489
251	506	489
251	505	490
251	504	490
251	504	490
251	503	490
251	503	490
251	503	490
251	502	490
250	502	489
250	501	490
250	501	489
250	500	490
250	499	489
250	499	490
250	499	490
250	499	489
250	498	490
250	498	490
249	498	489
249	497	489
249	497	489
249	496	489
249	495	489
249	495	489
249	495	489
249	494	489
249	494	490
249	494	489
248	494	489
248	494	489
248	494	489
248	493	489
248	493	490
248	492	488
248	492	489
248	492	489
248	492	490
248	492	490
247	493	489
247	492	489
247	492	489
247	492	489
247	491	489
247	491	489
247	491	489
247	490	489
247	490	489
247	490	490
246	490	489
246	490	489
246	489	490
246	489	489
246	488	489
246	488	489
246	488	488
246	487	489
246	487	488
246	487	489
245	487	489
245	486	489
245	485	489
245	485	489
245	484	488
245	483	489
245	483	489
245	483	489
245	482	488
245	482	488
244	482	489
244	481	489
244	480	489
244	479	488
244	478	489
244	478	488
244	477	488
244	477	489
244	476	489
244	476	489
243	476	488
243	476	488
243	475	488
243	475	488
243	474	489
243	474	488
243	473	488
243	473	488
243	473	488
243	473	488
242	473	488
242	473	488
242	472	488
242	472	488
242	473	488
242	472	488
242	472	488
242	472	488
242	472	488
242	472	488
241	473	488
241	473	489
241	473	488
241	472	488
241	472	488
241	472	488
241	472	488
241	472	488
241	472	487
241	473	488
240	473	488
240	473	488
240	473	488
240	472	487
240	472	488
240	472	488
240	472	488
240	472	487
240	472	488
240	472	487
239	472	488
239	472	488
239	472	487
239	471	487
239	471	488
239	471	488
239	471	488
239	470	487
239	470	487
239	470	488
238	470	488
238	470	487
238	470	487
238	470	487
238	470	487
238	469	488
238	469	487
238	469	488
238	469	487
238	468	488
237	468	487
237	468	488
237	467	487
237	467	487
237	466	487
237	466	487
237	465	487
237	465	488
237	465	487
237	465	488
236	464	488
236	464	487
236	463	487
236	462	486
236	462	487
236	461	488
236	461	487
236	460	488
236	460	487
236	460	487
235	460	488
235	459	487
235	459	487
235	458	487
235	458	487
235	457	487
235	457	487
235	456	487
235	456	486
235	456	487
234	456	487
234	456	487
234	456	487
234	456	486
234	455	486
234	455	487
234	455	487
234	454	486
234	454	487
234	454	487
233	454	487
233	454	486
233	453	487
233	453	486
233	452	487
233	452	486
233	452	487
233	452	487
233	451	486
233	451	486
232	451	487
232	451	486
232	450	487
232	450	486
232	449	487
232	449	486
232	448	487
232	448	486
232	448	486
232	448	486
231	448	486
231	448	486
231	447	486
231	447	486
231	446	486
231	446	487
231	446	487
231	445	486
231	445	486
231	445	487
230	446	486
230	445	486
230	445	486
230	445	485
230	444	486
230	444	486
230	444	486
230	443	486
230	443	485
230	443	486
229	443	486
229	443	486
229	442	486
229	442	486
229	441	485
229	441	486
229	441	486
229	440	486
229	440	486
229	439	485
228	439	486
228	439	486
228	438	486
228	437	486
228	437	485
228	436	485
228	436	486
228	436	486
228	435	486
228	435	485
227	435	485
227	435	485
227	434	486
227	434	485
227	433	485
